lang	case_id	equiv_class	smoke	expected
python_3	pp_p1_dom_persists__t2	p1_dom_persists	no	1
javascript	pp_p1_dom_persists__t2	p1_dom_persists	no	1
erlang	pp_p1_dom_persists__t2	p1_dom_persists	no	1
typescript	pp_p1_dom_persists__t2	p1_dom_persists	no	1
ruby	pp_p1_dom_persists__t2	p1_dom_persists	no	1
lua	pp_p1_dom_persists__t2	p1_dom_persists	no	1
php	pp_p1_dom_persists__t2	p1_dom_persists	no	1
dart	pp_p1_dom_persists__t2	p1_dom_persists	no	1
rust	pp_p1_dom_persists__t2	p1_dom_persists	no	1
go	pp_p1_dom_persists__t2	p1_dom_persists	no	1
swift	pp_p1_dom_persists__t2	p1_dom_persists	no	1
java	pp_p1_dom_persists__t2	p1_dom_persists	no	1
kotlin	pp_p1_dom_persists__t2	p1_dom_persists	no	1
csharp	pp_p1_dom_persists__t2	p1_dom_persists	no	1
c	pp_p1_dom_persists__t2	p1_dom_persists	no	1
cpp	pp_p1_dom_persists__t2	p1_dom_persists	no	1
gdscript	pp_p1_dom_persists__t2	p1_dom_persists	no	1
python_3	pp_p1_dom_persists__t3	p1_dom_persists	no	9
javascript	pp_p1_dom_persists__t3	p1_dom_persists	no	9
erlang	pp_p1_dom_persists__t3	p1_dom_persists	no	9
typescript	pp_p1_dom_persists__t3	p1_dom_persists	no	9
ruby	pp_p1_dom_persists__t3	p1_dom_persists	no	9
lua	pp_p1_dom_persists__t3	p1_dom_persists	no	9
php	pp_p1_dom_persists__t3	p1_dom_persists	no	9
dart	pp_p1_dom_persists__t3	p1_dom_persists	no	9
rust	pp_p1_dom_persists__t3	p1_dom_persists	no	9
go	pp_p1_dom_persists__t3	p1_dom_persists	no	9
swift	pp_p1_dom_persists__t3	p1_dom_persists	no	9
java	pp_p1_dom_persists__t3	p1_dom_persists	no	9
kotlin	pp_p1_dom_persists__t3	p1_dom_persists	no	9
csharp	pp_p1_dom_persists__t3	p1_dom_persists	no	9
c	pp_p1_dom_persists__t3	p1_dom_persists	no	9
cpp	pp_p1_dom_persists__t3	p1_dom_persists	no	9
gdscript	pp_p1_dom_persists__t3	p1_dom_persists	no	9
python_3	pp_p1_dom_persists__t4	p1_dom_persists	no	100
javascript	pp_p1_dom_persists__t4	p1_dom_persists	no	100
erlang	pp_p1_dom_persists__t4	p1_dom_persists	no	100
typescript	pp_p1_dom_persists__t4	p1_dom_persists	no	100
ruby	pp_p1_dom_persists__t4	p1_dom_persists	no	100
lua	pp_p1_dom_persists__t4	p1_dom_persists	no	100
php	pp_p1_dom_persists__t4	p1_dom_persists	no	100
dart	pp_p1_dom_persists__t4	p1_dom_persists	no	100
rust	pp_p1_dom_persists__t4	p1_dom_persists	no	100
go	pp_p1_dom_persists__t4	p1_dom_persists	no	100
swift	pp_p1_dom_persists__t4	p1_dom_persists	no	100
java	pp_p1_dom_persists__t4	p1_dom_persists	no	100
kotlin	pp_p1_dom_persists__t4	p1_dom_persists	no	100
csharp	pp_p1_dom_persists__t4	p1_dom_persists	no	100
c	pp_p1_dom_persists__t4	p1_dom_persists	no	100
cpp	pp_p1_dom_persists__t4	p1_dom_persists	no	100
gdscript	pp_p1_dom_persists__t4	p1_dom_persists	no	100
python_3	pp_p1_dom_persists__t5	p1_dom_persists	no	100
javascript	pp_p1_dom_persists__t5	p1_dom_persists	no	100
erlang	pp_p1_dom_persists__t5	p1_dom_persists	no	100
typescript	pp_p1_dom_persists__t5	p1_dom_persists	no	100
ruby	pp_p1_dom_persists__t5	p1_dom_persists	no	100
lua	pp_p1_dom_persists__t5	p1_dom_persists	no	100
php	pp_p1_dom_persists__t5	p1_dom_persists	no	100
dart	pp_p1_dom_persists__t5	p1_dom_persists	no	100
rust	pp_p1_dom_persists__t5	p1_dom_persists	no	100
go	pp_p1_dom_persists__t5	p1_dom_persists	no	100
swift	pp_p1_dom_persists__t5	p1_dom_persists	no	100
java	pp_p1_dom_persists__t5	p1_dom_persists	no	100
kotlin	pp_p1_dom_persists__t5	p1_dom_persists	no	100
csharp	pp_p1_dom_persists__t5	p1_dom_persists	no	100
c	pp_p1_dom_persists__t5	p1_dom_persists	no	100
cpp	pp_p1_dom_persists__t5	p1_dom_persists	no	100
gdscript	pp_p1_dom_persists__t5	p1_dom_persists	no	100
python_3	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
javascript	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
erlang	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
typescript	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
ruby	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
lua	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
php	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
dart	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
rust	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
go	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
swift	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
java	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
kotlin	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
csharp	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
c	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
cpp	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
gdscript	pp_p1_dom_persists__t6	p1_dom_persists	no	-10
python_3	pp_p1_dom_persists__t7	p1_dom_persists	no	1
javascript	pp_p1_dom_persists__t7	p1_dom_persists	no	1
erlang	pp_p1_dom_persists__t7	p1_dom_persists	no	1
typescript	pp_p1_dom_persists__t7	p1_dom_persists	no	1
ruby	pp_p1_dom_persists__t7	p1_dom_persists	no	1
lua	pp_p1_dom_persists__t7	p1_dom_persists	no	1
php	pp_p1_dom_persists__t7	p1_dom_persists	no	1
dart	pp_p1_dom_persists__t7	p1_dom_persists	no	1
rust	pp_p1_dom_persists__t7	p1_dom_persists	no	1
go	pp_p1_dom_persists__t7	p1_dom_persists	no	1
swift	pp_p1_dom_persists__t7	p1_dom_persists	no	1
java	pp_p1_dom_persists__t7	p1_dom_persists	no	1
kotlin	pp_p1_dom_persists__t7	p1_dom_persists	no	1
csharp	pp_p1_dom_persists__t7	p1_dom_persists	no	1
c	pp_p1_dom_persists__t7	p1_dom_persists	no	1
cpp	pp_p1_dom_persists__t7	p1_dom_persists	no	1
gdscript	pp_p1_dom_persists__t7	p1_dom_persists	no	1
python_3	pp_p1_dom_persists__t8	p1_dom_persists	no	100
javascript	pp_p1_dom_persists__t8	p1_dom_persists	no	100
erlang	pp_p1_dom_persists__t8	p1_dom_persists	no	100
typescript	pp_p1_dom_persists__t8	p1_dom_persists	no	100
ruby	pp_p1_dom_persists__t8	p1_dom_persists	no	100
lua	pp_p1_dom_persists__t8	p1_dom_persists	no	100
php	pp_p1_dom_persists__t8	p1_dom_persists	no	100
dart	pp_p1_dom_persists__t8	p1_dom_persists	no	100
rust	pp_p1_dom_persists__t8	p1_dom_persists	no	100
go	pp_p1_dom_persists__t8	p1_dom_persists	no	100
swift	pp_p1_dom_persists__t8	p1_dom_persists	no	100
java	pp_p1_dom_persists__t8	p1_dom_persists	no	100
kotlin	pp_p1_dom_persists__t8	p1_dom_persists	no	100
csharp	pp_p1_dom_persists__t8	p1_dom_persists	no	100
c	pp_p1_dom_persists__t8	p1_dom_persists	no	100
cpp	pp_p1_dom_persists__t8	p1_dom_persists	no	100
gdscript	pp_p1_dom_persists__t8	p1_dom_persists	no	100
python_3	pp_p1_dom_persists__t9	p1_dom_persists	no	0
javascript	pp_p1_dom_persists__t9	p1_dom_persists	no	0
erlang	pp_p1_dom_persists__t9	p1_dom_persists	no	0
typescript	pp_p1_dom_persists__t9	p1_dom_persists	no	0
ruby	pp_p1_dom_persists__t9	p1_dom_persists	no	0
lua	pp_p1_dom_persists__t9	p1_dom_persists	no	0
php	pp_p1_dom_persists__t9	p1_dom_persists	no	0
dart	pp_p1_dom_persists__t9	p1_dom_persists	no	0
rust	pp_p1_dom_persists__t9	p1_dom_persists	no	0
go	pp_p1_dom_persists__t9	p1_dom_persists	no	0
swift	pp_p1_dom_persists__t9	p1_dom_persists	no	0
java	pp_p1_dom_persists__t9	p1_dom_persists	no	0
kotlin	pp_p1_dom_persists__t9	p1_dom_persists	no	0
csharp	pp_p1_dom_persists__t9	p1_dom_persists	no	0
c	pp_p1_dom_persists__t9	p1_dom_persists	no	0
cpp	pp_p1_dom_persists__t9	p1_dom_persists	no	0
gdscript	pp_p1_dom_persists__t9	p1_dom_persists	no	0
python_3	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
javascript	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
erlang	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
typescript	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
ruby	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
lua	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
php	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
dart	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
rust	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
go	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
swift	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
java	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
kotlin	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
csharp	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
c	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
cpp	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
gdscript	pp_p2_sv_restored__t0	p2_sv_restored	yes	1
python_3	pp_p2_sv_restored__t1	p2_sv_restored	no	5
javascript	pp_p2_sv_restored__t1	p2_sv_restored	no	5
erlang	pp_p2_sv_restored__t1	p2_sv_restored	no	5
typescript	pp_p2_sv_restored__t1	p2_sv_restored	no	5
ruby	pp_p2_sv_restored__t1	p2_sv_restored	no	5
lua	pp_p2_sv_restored__t1	p2_sv_restored	no	5
php	pp_p2_sv_restored__t1	p2_sv_restored	no	5
dart	pp_p2_sv_restored__t1	p2_sv_restored	no	5
rust	pp_p2_sv_restored__t1	p2_sv_restored	no	5
go	pp_p2_sv_restored__t1	p2_sv_restored	no	5
swift	pp_p2_sv_restored__t1	p2_sv_restored	no	5
java	pp_p2_sv_restored__t1	p2_sv_restored	no	5
kotlin	pp_p2_sv_restored__t1	p2_sv_restored	no	5
csharp	pp_p2_sv_restored__t1	p2_sv_restored	no	5
c	pp_p2_sv_restored__t1	p2_sv_restored	no	5
cpp	pp_p2_sv_restored__t1	p2_sv_restored	no	5
gdscript	pp_p2_sv_restored__t1	p2_sv_restored	no	5
python_3	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
javascript	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
erlang	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
typescript	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
ruby	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
lua	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
php	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
dart	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
rust	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
go	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
swift	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
java	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
kotlin	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
csharp	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
c	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
cpp	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
gdscript	pp_p2_sv_restored__t2	p2_sv_restored	no	-3
python_3	pp_p2_sv_restored__t3	p2_sv_restored	no	10
javascript	pp_p2_sv_restored__t3	p2_sv_restored	no	10
erlang	pp_p2_sv_restored__t3	p2_sv_restored	no	10
typescript	pp_p2_sv_restored__t3	p2_sv_restored	no	10
ruby	pp_p2_sv_restored__t3	p2_sv_restored	no	10
lua	pp_p2_sv_restored__t3	p2_sv_restored	no	10
php	pp_p2_sv_restored__t3	p2_sv_restored	no	10
dart	pp_p2_sv_restored__t3	p2_sv_restored	no	10
rust	pp_p2_sv_restored__t3	p2_sv_restored	no	10
go	pp_p2_sv_restored__t3	p2_sv_restored	no	10
swift	pp_p2_sv_restored__t3	p2_sv_restored	no	10
java	pp_p2_sv_restored__t3	p2_sv_restored	no	10
kotlin	pp_p2_sv_restored__t3	p2_sv_restored	no	10
csharp	pp_p2_sv_restored__t3	p2_sv_restored	no	10
c	pp_p2_sv_restored__t3	p2_sv_restored	no	10
cpp	pp_p2_sv_restored__t3	p2_sv_restored	no	10
gdscript	pp_p2_sv_restored__t3	p2_sv_restored	no	10
python_3	pp_p2_sv_restored__t4	p2_sv_restored	no	0
javascript	pp_p2_sv_restored__t4	p2_sv_restored	no	0
erlang	pp_p2_sv_restored__t4	p2_sv_restored	no	0
typescript	pp_p2_sv_restored__t4	p2_sv_restored	no	0
ruby	pp_p2_sv_restored__t4	p2_sv_restored	no	0
lua	pp_p2_sv_restored__t4	p2_sv_restored	no	0
php	pp_p2_sv_restored__t4	p2_sv_restored	no	0
dart	pp_p2_sv_restored__t4	p2_sv_restored	no	0
rust	pp_p2_sv_restored__t4	p2_sv_restored	no	0
go	pp_p2_sv_restored__t4	p2_sv_restored	no	0
swift	pp_p2_sv_restored__t4	p2_sv_restored	no	0
java	pp_p2_sv_restored__t4	p2_sv_restored	no	0
kotlin	pp_p2_sv_restored__t4	p2_sv_restored	no	0
csharp	pp_p2_sv_restored__t4	p2_sv_restored	no	0
c	pp_p2_sv_restored__t4	p2_sv_restored	no	0
cpp	pp_p2_sv_restored__t4	p2_sv_restored	no	0
gdscript	pp_p2_sv_restored__t4	p2_sv_restored	no	0
python_3	pp_p2_sv_restored__t5	p2_sv_restored	no	50
javascript	pp_p2_sv_restored__t5	p2_sv_restored	no	50
erlang	pp_p2_sv_restored__t5	p2_sv_restored	no	50
typescript	pp_p2_sv_restored__t5	p2_sv_restored	no	50
ruby	pp_p2_sv_restored__t5	p2_sv_restored	no	50
lua	pp_p2_sv_restored__t5	p2_sv_restored	no	50
php	pp_p2_sv_restored__t5	p2_sv_restored	no	50
dart	pp_p2_sv_restored__t5	p2_sv_restored	no	50
rust	pp_p2_sv_restored__t5	p2_sv_restored	no	50
go	pp_p2_sv_restored__t5	p2_sv_restored	no	50
swift	pp_p2_sv_restored__t5	p2_sv_restored	no	50
java	pp_p2_sv_restored__t5	p2_sv_restored	no	50
kotlin	pp_p2_sv_restored__t5	p2_sv_restored	no	50
csharp	pp_p2_sv_restored__t5	p2_sv_restored	no	50
c	pp_p2_sv_restored__t5	p2_sv_restored	no	50
cpp	pp_p2_sv_restored__t5	p2_sv_restored	no	50
gdscript	pp_p2_sv_restored__t5	p2_sv_restored	no	50
python_3	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
javascript	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
erlang	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
typescript	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
ruby	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
lua	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
php	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
dart	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
rust	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
go	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
swift	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
java	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
kotlin	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
csharp	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
c	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
cpp	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
gdscript	pp_p2_sv_restored__t6	p2_sv_restored	no	-7
python_3	pp_p2_sv_restored__t7	p2_sv_restored	no	1
javascript	pp_p2_sv_restored__t7	p2_sv_restored	no	1
erlang	pp_p2_sv_restored__t7	p2_sv_restored	no	1
typescript	pp_p2_sv_restored__t7	p2_sv_restored	no	1
ruby	pp_p2_sv_restored__t7	p2_sv_restored	no	1
lua	pp_p2_sv_restored__t7	p2_sv_restored	no	1
php	pp_p2_sv_restored__t7	p2_sv_restored	no	1
dart	pp_p2_sv_restored__t7	p2_sv_restored	no	1
rust	pp_p2_sv_restored__t7	p2_sv_restored	no	1
go	pp_p2_sv_restored__t7	p2_sv_restored	no	1
swift	pp_p2_sv_restored__t7	p2_sv_restored	no	1
java	pp_p2_sv_restored__t7	p2_sv_restored	no	1
kotlin	pp_p2_sv_restored__t7	p2_sv_restored	no	1
csharp	pp_p2_sv_restored__t7	p2_sv_restored	no	1
c	pp_p2_sv_restored__t7	p2_sv_restored	no	1
cpp	pp_p2_sv_restored__t7	p2_sv_restored	no	1
gdscript	pp_p2_sv_restored__t7	p2_sv_restored	no	1
python_3	pp_p2_sv_restored__t8	p2_sv_restored	no	99
javascript	pp_p2_sv_restored__t8	p2_sv_restored	no	99
erlang	pp_p2_sv_restored__t8	p2_sv_restored	no	99
typescript	pp_p2_sv_restored__t8	p2_sv_restored	no	99
ruby	pp_p2_sv_restored__t8	p2_sv_restored	no	99
lua	pp_p2_sv_restored__t8	p2_sv_restored	no	99
php	pp_p2_sv_restored__t8	p2_sv_restored	no	99
dart	pp_p2_sv_restored__t8	p2_sv_restored	no	99
rust	pp_p2_sv_restored__t8	p2_sv_restored	no	99
go	pp_p2_sv_restored__t8	p2_sv_restored	no	99
swift	pp_p2_sv_restored__t8	p2_sv_restored	no	99
java	pp_p2_sv_restored__t8	p2_sv_restored	no	99
kotlin	pp_p2_sv_restored__t8	p2_sv_restored	no	99
csharp	pp_p2_sv_restored__t8	p2_sv_restored	no	99
c	pp_p2_sv_restored__t8	p2_sv_restored	no	99
cpp	pp_p2_sv_restored__t8	p2_sv_restored	no	99
gdscript	pp_p2_sv_restored__t8	p2_sv_restored	no	99
python_3	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
javascript	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
erlang	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
typescript	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
ruby	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
lua	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
php	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
dart	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
rust	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
go	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
swift	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
java	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
kotlin	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
csharp	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
c	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
cpp	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
gdscript	pp_p2_sv_restored__t9	p2_sv_restored	no	-1
python_3	pp_p3_depth_two__t0	p3_depth_two	yes	3
javascript	pp_p3_depth_two__t0	p3_depth_two	yes	3
erlang	pp_p3_depth_two__t0	p3_depth_two	yes	3
typescript	pp_p3_depth_two__t0	p3_depth_two	yes	3
ruby	pp_p3_depth_two__t0	p3_depth_two	yes	3
lua	pp_p3_depth_two__t0	p3_depth_two	yes	3
php	pp_p3_depth_two__t0	p3_depth_two	yes	3
dart	pp_p3_depth_two__t0	p3_depth_two	yes	3
rust	pp_p3_depth_two__t0	p3_depth_two	yes	3
go	pp_p3_depth_two__t0	p3_depth_two	yes	3
swift	pp_p3_depth_two__t0	p3_depth_two	yes	3
java	pp_p3_depth_two__t0	p3_depth_two	yes	3
kotlin	pp_p3_depth_two__t0	p3_depth_two	yes	3
csharp	pp_p3_depth_two__t0	p3_depth_two	yes	3
c	pp_p3_depth_two__t0	p3_depth_two	yes	3
cpp	pp_p3_depth_two__t0	p3_depth_two	yes	3
gdscript	pp_p3_depth_two__t0	p3_depth_two	yes	3
python_3	pp_p3_depth_two__t1	p3_depth_two	no	12
javascript	pp_p3_depth_two__t1	p3_depth_two	no	12
erlang	pp_p3_depth_two__t1	p3_depth_two	no	12
typescript	pp_p3_depth_two__t1	p3_depth_two	no	12
ruby	pp_p3_depth_two__t1	p3_depth_two	no	12
lua	pp_p3_depth_two__t1	p3_depth_two	no	12
php	pp_p3_depth_two__t1	p3_depth_two	no	12
dart	pp_p3_depth_two__t1	p3_depth_two	no	12
rust	pp_p3_depth_two__t1	p3_depth_two	no	12
go	pp_p3_depth_two__t1	p3_depth_two	no	12
swift	pp_p3_depth_two__t1	p3_depth_two	no	12
java	pp_p3_depth_two__t1	p3_depth_two	no	12
kotlin	pp_p3_depth_two__t1	p3_depth_two	no	12
csharp	pp_p3_depth_two__t1	p3_depth_two	no	12
c	pp_p3_depth_two__t1	p3_depth_two	no	12
cpp	pp_p3_depth_two__t1	p3_depth_two	no	12
gdscript	pp_p3_depth_two__t1	p3_depth_two	no	12
python_3	pp_p3_depth_two__t2	p3_depth_two	no	1
javascript	pp_p3_depth_two__t2	p3_depth_two	no	1
erlang	pp_p3_depth_two__t2	p3_depth_two	no	1
typescript	pp_p3_depth_two__t2	p3_depth_two	no	1
ruby	pp_p3_depth_two__t2	p3_depth_two	no	1
lua	pp_p3_depth_two__t2	p3_depth_two	no	1
php	pp_p3_depth_two__t2	p3_depth_two	no	1
dart	pp_p3_depth_two__t2	p3_depth_two	no	1
rust	pp_p3_depth_two__t2	p3_depth_two	no	1
go	pp_p3_depth_two__t2	p3_depth_two	no	1
swift	pp_p3_depth_two__t2	p3_depth_two	no	1
java	pp_p3_depth_two__t2	p3_depth_two	no	1
kotlin	pp_p3_depth_two__t2	p3_depth_two	no	1
csharp	pp_p3_depth_two__t2	p3_depth_two	no	1
c	pp_p3_depth_two__t2	p3_depth_two	no	1
cpp	pp_p3_depth_two__t2	p3_depth_two	no	1
gdscript	pp_p3_depth_two__t2	p3_depth_two	no	1
python_3	pp_p3_depth_two__t3	p3_depth_two	no	9
javascript	pp_p3_depth_two__t3	p3_depth_two	no	9
erlang	pp_p3_depth_two__t3	p3_depth_two	no	9
typescript	pp_p3_depth_two__t3	p3_depth_two	no	9
ruby	pp_p3_depth_two__t3	p3_depth_two	no	9
lua	pp_p3_depth_two__t3	p3_depth_two	no	9
php	pp_p3_depth_two__t3	p3_depth_two	no	9
dart	pp_p3_depth_two__t3	p3_depth_two	no	9
rust	pp_p3_depth_two__t3	p3_depth_two	no	9
go	pp_p3_depth_two__t3	p3_depth_two	no	9
swift	pp_p3_depth_two__t3	p3_depth_two	no	9
java	pp_p3_depth_two__t3	p3_depth_two	no	9
kotlin	pp_p3_depth_two__t3	p3_depth_two	no	9
csharp	pp_p3_depth_two__t3	p3_depth_two	no	9
c	pp_p3_depth_two__t3	p3_depth_two	no	9
cpp	pp_p3_depth_two__t3	p3_depth_two	no	9
gdscript	pp_p3_depth_two__t3	p3_depth_two	no	9
python_3	pp_p3_depth_two__t4	p3_depth_two	no	100
javascript	pp_p3_depth_two__t4	p3_depth_two	no	100
erlang	pp_p3_depth_two__t4	p3_depth_two	no	100
typescript	pp_p3_depth_two__t4	p3_depth_two	no	100
ruby	pp_p3_depth_two__t4	p3_depth_two	no	100
lua	pp_p3_depth_two__t4	p3_depth_two	no	100
php	pp_p3_depth_two__t4	p3_depth_two	no	100
dart	pp_p3_depth_two__t4	p3_depth_two	no	100
rust	pp_p3_depth_two__t4	p3_depth_two	no	100
go	pp_p3_depth_two__t4	p3_depth_two	no	100
swift	pp_p3_depth_two__t4	p3_depth_two	no	100
java	pp_p3_depth_two__t4	p3_depth_two	no	100
kotlin	pp_p3_depth_two__t4	p3_depth_two	no	100
csharp	pp_p3_depth_two__t4	p3_depth_two	no	100
c	pp_p3_depth_two__t4	p3_depth_two	no	100
cpp	pp_p3_depth_two__t4	p3_depth_two	no	100
gdscript	pp_p3_depth_two__t4	p3_depth_two	no	100
python_3	pp_p3_depth_two__t5	p3_depth_two	no	100
javascript	pp_p3_depth_two__t5	p3_depth_two	no	100
erlang	pp_p3_depth_two__t5	p3_depth_two	no	100
typescript	pp_p3_depth_two__t5	p3_depth_two	no	100
ruby	pp_p3_depth_two__t5	p3_depth_two	no	100
lua	pp_p3_depth_two__t5	p3_depth_two	no	100
php	pp_p3_depth_two__t5	p3_depth_two	no	100
dart	pp_p3_depth_two__t5	p3_depth_two	no	100
rust	pp_p3_depth_two__t5	p3_depth_two	no	100
go	pp_p3_depth_two__t5	p3_depth_two	no	100
swift	pp_p3_depth_two__t5	p3_depth_two	no	100
java	pp_p3_depth_two__t5	p3_depth_two	no	100
kotlin	pp_p3_depth_two__t5	p3_depth_two	no	100
csharp	pp_p3_depth_two__t5	p3_depth_two	no	100
c	pp_p3_depth_two__t5	p3_depth_two	no	100
cpp	pp_p3_depth_two__t5	p3_depth_two	no	100
gdscript	pp_p3_depth_two__t5	p3_depth_two	no	100
python_3	pp_p3_depth_two__t6	p3_depth_two	no	-10
javascript	pp_p3_depth_two__t6	p3_depth_two	no	-10
erlang	pp_p3_depth_two__t6	p3_depth_two	no	-10
typescript	pp_p3_depth_two__t6	p3_depth_two	no	-10
ruby	pp_p3_depth_two__t6	p3_depth_two	no	-10
