lang	case_id	equiv_class	smoke	expected
python_3	ar_p1_add_chain__t2	p1_add_chain	no	14
javascript	ar_p1_add_chain__t2	p1_add_chain	no	14
erlang	ar_p1_add_chain__t2	p1_add_chain	no	14
typescript	ar_p1_add_chain__t2	p1_add_chain	no	14
ruby	ar_p1_add_chain__t2	p1_add_chain	no	14
lua	ar_p1_add_chain__t2	p1_add_chain	no	14
php	ar_p1_add_chain__t2	p1_add_chain	no	14
dart	ar_p1_add_chain__t2	p1_add_chain	no	14
rust	ar_p1_add_chain__t2	p1_add_chain	no	14
go	ar_p1_add_chain__t2	p1_add_chain	no	14
swift	ar_p1_add_chain__t2	p1_add_chain	no	14
java	ar_p1_add_chain__t2	p1_add_chain	no	14
kotlin	ar_p1_add_chain__t2	p1_add_chain	no	14
csharp	ar_p1_add_chain__t2	p1_add_chain	no	14
c	ar_p1_add_chain__t2	p1_add_chain	no	14
cpp	ar_p1_add_chain__t2	p1_add_chain	no	14
gdscript	ar_p1_add_chain__t2	p1_add_chain	no	14
python_3	ar_p1_add_chain__t3	p1_add_chain	no	0
javascript	ar_p1_add_chain__t3	p1_add_chain	no	0
erlang	ar_p1_add_chain__t3	p1_add_chain	no	0
typescript	ar_p1_add_chain__t3	p1_add_chain	no	0
ruby	ar_p1_add_chain__t3	p1_add_chain	no	0
lua	ar_p1_add_chain__t3	p1_add_chain	no	0
php	ar_p1_add_chain__t3	p1_add_chain	no	0
dart	ar_p1_add_chain__t3	p1_add_chain	no	0
rust	ar_p1_add_chain__t3	p1_add_chain	no	0
go	ar_p1_add_chain__t3	p1_add_chain	no	0
swift	ar_p1_add_chain__t3	p1_add_chain	no	0
java	ar_p1_add_chain__t3	p1_add_chain	no	0
kotlin	ar_p1_add_chain__t3	p1_add_chain	no	0
csharp	ar_p1_add_chain__t3	p1_add_chain	no	0
c	ar_p1_add_chain__t3	p1_add_chain	no	0
cpp	ar_p1_add_chain__t3	p1_add_chain	no	0
gdscript	ar_p1_add_chain__t3	p1_add_chain	no	0
python_3	ar_p1_add_chain__t4	p1_add_chain	no	5
javascript	ar_p1_add_chain__t4	p1_add_chain	no	5
erlang	ar_p1_add_chain__t4	p1_add_chain	no	5
typescript	ar_p1_add_chain__t4	p1_add_chain	no	5
ruby	ar_p1_add_chain__t4	p1_add_chain	no	5
lua	ar_p1_add_chain__t4	p1_add_chain	no	5
php	ar_p1_add_chain__t4	p1_add_chain	no	5
dart	ar_p1_add_chain__t4	p1_add_chain	no	5
rust	ar_p1_add_chain__t4	p1_add_chain	no	5
go	ar_p1_add_chain__t4	p1_add_chain	no	5
swift	ar_p1_add_chain__t4	p1_add_chain	no	5
java	ar_p1_add_chain__t4	p1_add_chain	no	5
kotlin	ar_p1_add_chain__t4	p1_add_chain	no	5
csharp	ar_p1_add_chain__t4	p1_add_chain	no	5
c	ar_p1_add_chain__t4	p1_add_chain	no	5
cpp	ar_p1_add_chain__t4	p1_add_chain	no	5
gdscript	ar_p1_add_chain__t4	p1_add_chain	no	5
python_3	ar_p1_add_chain__t5	p1_add_chain	no	-15
javascript	ar_p1_add_chain__t5	p1_add_chain	no	-15
erlang	ar_p1_add_chain__t5	p1_add_chain	no	-15
typescript	ar_p1_add_chain__t5	p1_add_chain	no	-15
ruby	ar_p1_add_chain__t5	p1_add_chain	no	-15
lua	ar_p1_add_chain__t5	p1_add_chain	no	-15
php	ar_p1_add_chain__t5	p1_add_chain	no	-15
dart	ar_p1_add_chain__t5	p1_add_chain	no	-15
rust	ar_p1_add_chain__t5	p1_add_chain	no	-15
go	ar_p1_add_chain__t5	p1_add_chain	no	-15
swift	ar_p1_add_chain__t5	p1_add_chain	no	-15
java	ar_p1_add_chain__t5	p1_add_chain	no	-15
kotlin	ar_p1_add_chain__t5	p1_add_chain	no	-15
csharp	ar_p1_add_chain__t5	p1_add_chain	no	-15
c	ar_p1_add_chain__t5	p1_add_chain	no	-15
cpp	ar_p1_add_chain__t5	p1_add_chain	no	-15
gdscript	ar_p1_add_chain__t5	p1_add_chain	no	-15
python_3	ar_p1_add_chain__t6	p1_add_chain	no	400
javascript	ar_p1_add_chain__t6	p1_add_chain	no	400
erlang	ar_p1_add_chain__t6	p1_add_chain	no	400
typescript	ar_p1_add_chain__t6	p1_add_chain	no	400
ruby	ar_p1_add_chain__t6	p1_add_chain	no	400
lua	ar_p1_add_chain__t6	p1_add_chain	no	400
php	ar_p1_add_chain__t6	p1_add_chain	no	400
dart	ar_p1_add_chain__t6	p1_add_chain	no	400
rust	ar_p1_add_chain__t6	p1_add_chain	no	400
go	ar_p1_add_chain__t6	p1_add_chain	no	400
swift	ar_p1_add_chain__t6	p1_add_chain	no	400
java	ar_p1_add_chain__t6	p1_add_chain	no	400
kotlin	ar_p1_add_chain__t6	p1_add_chain	no	400
csharp	ar_p1_add_chain__t6	p1_add_chain	no	400
c	ar_p1_add_chain__t6	p1_add_chain	no	400
cpp	ar_p1_add_chain__t6	p1_add_chain	no	400
gdscript	ar_p1_add_chain__t6	p1_add_chain	no	400
python_3	ar_p1_add_chain__t7	p1_add_chain	no	-1
javascript	ar_p1_add_chain__t7	p1_add_chain	no	-1
erlang	ar_p1_add_chain__t7	p1_add_chain	no	-1
typescript	ar_p1_add_chain__t7	p1_add_chain	no	-1
ruby	ar_p1_add_chain__t7	p1_add_chain	no	-1
lua	ar_p1_add_chain__t7	p1_add_chain	no	-1
php	ar_p1_add_chain__t7	p1_add_chain	no	-1
dart	ar_p1_add_chain__t7	p1_add_chain	no	-1
rust	ar_p1_add_chain__t7	p1_add_chain	no	-1
go	ar_p1_add_chain__t7	p1_add_chain	no	-1
swift	ar_p1_add_chain__t7	p1_add_chain	no	-1
java	ar_p1_add_chain__t7	p1_add_chain	no	-1
kotlin	ar_p1_add_chain__t7	p1_add_chain	no	-1
csharp	ar_p1_add_chain__t7	p1_add_chain	no	-1
c	ar_p1_add_chain__t7	p1_add_chain	no	-1
cpp	ar_p1_add_chain__t7	p1_add_chain	no	-1
gdscript	ar_p1_add_chain__t7	p1_add_chain	no	-1
python_3	ar_p1_add_chain__t8	p1_add_chain	no	21
javascript	ar_p1_add_chain__t8	p1_add_chain	no	21
erlang	ar_p1_add_chain__t8	p1_add_chain	no	21
typescript	ar_p1_add_chain__t8	p1_add_chain	no	21
ruby	ar_p1_add_chain__t8	p1_add_chain	no	21
lua	ar_p1_add_chain__t8	p1_add_chain	no	21
php	ar_p1_add_chain__t8	p1_add_chain	no	21
dart	ar_p1_add_chain__t8	p1_add_chain	no	21
rust	ar_p1_add_chain__t8	p1_add_chain	no	21
go	ar_p1_add_chain__t8	p1_add_chain	no	21
swift	ar_p1_add_chain__t8	p1_add_chain	no	21
java	ar_p1_add_chain__t8	p1_add_chain	no	21
kotlin	ar_p1_add_chain__t8	p1_add_chain	no	21
csharp	ar_p1_add_chain__t8	p1_add_chain	no	21
c	ar_p1_add_chain__t8	p1_add_chain	no	21
cpp	ar_p1_add_chain__t8	p1_add_chain	no	21
gdscript	ar_p1_add_chain__t8	p1_add_chain	no	21
python_3	ar_p1_add_chain__t9	p1_add_chain	no	-7
javascript	ar_p1_add_chain__t9	p1_add_chain	no	-7
erlang	ar_p1_add_chain__t9	p1_add_chain	no	-7
typescript	ar_p1_add_chain__t9	p1_add_chain	no	-7
ruby	ar_p1_add_chain__t9	p1_add_chain	no	-7
lua	ar_p1_add_chain__t9	p1_add_chain	no	-7
php	ar_p1_add_chain__t9	p1_add_chain	no	-7
dart	ar_p1_add_chain__t9	p1_add_chain	no	-7
rust	ar_p1_add_chain__t9	p1_add_chain	no	-7
go	ar_p1_add_chain__t9	p1_add_chain	no	-7
swift	ar_p1_add_chain__t9	p1_add_chain	no	-7
java	ar_p1_add_chain__t9	p1_add_chain	no	-7
kotlin	ar_p1_add_chain__t9	p1_add_chain	no	-7
csharp	ar_p1_add_chain__t9	p1_add_chain	no	-7
c	ar_p1_add_chain__t9	p1_add_chain	no	-7
cpp	ar_p1_add_chain__t9	p1_add_chain	no	-7
gdscript	ar_p1_add_chain__t9	p1_add_chain	no	-7
python_3	ar_p2_precedence__t0	p2_precedence	yes	18
javascript	ar_p2_precedence__t0	p2_precedence	yes	18
erlang	ar_p2_precedence__t0	p2_precedence	yes	18
typescript	ar_p2_precedence__t0	p2_precedence	yes	18
ruby	ar_p2_precedence__t0	p2_precedence	yes	18
lua	ar_p2_precedence__t0	p2_precedence	yes	18
php	ar_p2_precedence__t0	p2_precedence	yes	18
dart	ar_p2_precedence__t0	p2_precedence	yes	18
rust	ar_p2_precedence__t0	p2_precedence	yes	18
go	ar_p2_precedence__t0	p2_precedence	yes	18
swift	ar_p2_precedence__t0	p2_precedence	yes	18
java	ar_p2_precedence__t0	p2_precedence	yes	18
kotlin	ar_p2_precedence__t0	p2_precedence	yes	18
csharp	ar_p2_precedence__t0	p2_precedence	yes	18
c	ar_p2_precedence__t0	p2_precedence	yes	18
cpp	ar_p2_precedence__t0	p2_precedence	yes	18
gdscript	ar_p2_precedence__t0	p2_precedence	yes	18
python_3	ar_p2_precedence__t1	p2_precedence	no	-10
javascript	ar_p2_precedence__t1	p2_precedence	no	-10
erlang	ar_p2_precedence__t1	p2_precedence	no	-10
typescript	ar_p2_precedence__t1	p2_precedence	no	-10
ruby	ar_p2_precedence__t1	p2_precedence	no	-10
lua	ar_p2_precedence__t1	p2_precedence	no	-10
php	ar_p2_precedence__t1	p2_precedence	no	-10
dart	ar_p2_precedence__t1	p2_precedence	no	-10
rust	ar_p2_precedence__t1	p2_precedence	no	-10
go	ar_p2_precedence__t1	p2_precedence	no	-10
swift	ar_p2_precedence__t1	p2_precedence	no	-10
java	ar_p2_precedence__t1	p2_precedence	no	-10
kotlin	ar_p2_precedence__t1	p2_precedence	no	-10
csharp	ar_p2_precedence__t1	p2_precedence	no	-10
c	ar_p2_precedence__t1	p2_precedence	no	-10
cpp	ar_p2_precedence__t1	p2_precedence	no	-10
gdscript	ar_p2_precedence__t1	p2_precedence	no	-10
python_3	ar_p2_precedence__t2	p2_precedence	no	0
javascript	ar_p2_precedence__t2	p2_precedence	no	0
erlang	ar_p2_precedence__t2	p2_precedence	no	0
typescript	ar_p2_precedence__t2	p2_precedence	no	0
ruby	ar_p2_precedence__t2	p2_precedence	no	0
lua	ar_p2_precedence__t2	p2_precedence	no	0
php	ar_p2_precedence__t2	p2_precedence	no	0
dart	ar_p2_precedence__t2	p2_precedence	no	0
rust	ar_p2_precedence__t2	p2_precedence	no	0
go	ar_p2_precedence__t2	p2_precedence	no	0
swift	ar_p2_precedence__t2	p2_precedence	no	0
java	ar_p2_precedence__t2	p2_precedence	no	0
kotlin	ar_p2_precedence__t2	p2_precedence	no	0
csharp	ar_p2_precedence__t2	p2_precedence	no	0
c	ar_p2_precedence__t2	p2_precedence	no	0
cpp	ar_p2_precedence__t2	p2_precedence	no	0
gdscript	ar_p2_precedence__t2	p2_precedence	no	0
python_3	ar_p2_precedence__t3	p2_precedence	no	-28
javascript	ar_p2_precedence__t3	p2_precedence	no	-28
erlang	ar_p2_precedence__t3	p2_precedence	no	-28
typescript	ar_p2_precedence__t3	p2_precedence	no	-28
ruby	ar_p2_precedence__t3	p2_precedence	no	-28
lua	ar_p2_precedence__t3	p2_precedence	no	-28
php	ar_p2_precedence__t3	p2_precedence	no	-28
dart	ar_p2_precedence__t3	p2_precedence	no	-28
rust	ar_p2_precedence__t3	p2_precedence	no	-28
go	ar_p2_precedence__t3	p2_precedence	no	-28
swift	ar_p2_precedence__t3	p2_precedence	no	-28
java	ar_p2_precedence__t3	p2_precedence	no	-28
kotlin	ar_p2_precedence__t3	p2_precedence	no	-28
csharp	ar_p2_precedence__t3	p2_precedence	no	-28
c	ar_p2_precedence__t3	p2_precedence	no	-28
cpp	ar_p2_precedence__t3	p2_precedence	no	-28
gdscript	ar_p2_precedence__t3	p2_precedence	no	-28
python_3	ar_p2_precedence__t4	p2_precedence	no	2
javascript	ar_p2_precedence__t4	p2_precedence	no	2
erlang	ar_p2_precedence__t4	p2_precedence	no	2
typescript	ar_p2_precedence__t4	p2_precedence	no	2
ruby	ar_p2_precedence__t4	p2_precedence	no	2
lua	ar_p2_precedence__t4	p2_precedence	no	2
php	ar_p2_precedence__t4	p2_precedence	no	2
dart	ar_p2_precedence__t4	p2_precedence	no	2
rust	ar_p2_precedence__t4	p2_precedence	no	2
go	ar_p2_precedence__t4	p2_precedence	no	2
swift	ar_p2_precedence__t4	p2_precedence	no	2
java	ar_p2_precedence__t4	p2_precedence	no	2
kotlin	ar_p2_precedence__t4	p2_precedence	no	2
csharp	ar_p2_precedence__t4	p2_precedence	no	2
c	ar_p2_precedence__t4	p2_precedence	no	2
cpp	ar_p2_precedence__t4	p2_precedence	no	2
gdscript	ar_p2_precedence__t4	p2_precedence	no	2
python_3	ar_p2_precedence__t5	p2_precedence	no	6
javascript	ar_p2_precedence__t5	p2_precedence	no	6
erlang	ar_p2_precedence__t5	p2_precedence	no	6
typescript	ar_p2_precedence__t5	p2_precedence	no	6
ruby	ar_p2_precedence__t5	p2_precedence	no	6
lua	ar_p2_precedence__t5	p2_precedence	no	6
php	ar_p2_precedence__t5	p2_precedence	no	6
dart	ar_p2_precedence__t5	p2_precedence	no	6
rust	ar_p2_precedence__t5	p2_precedence	no	6
go	ar_p2_precedence__t5	p2_precedence	no	6
swift	ar_p2_precedence__t5	p2_precedence	no	6
java	ar_p2_precedence__t5	p2_precedence	no	6
kotlin	ar_p2_precedence__t5	p2_precedence	no	6
csharp	ar_p2_precedence__t5	p2_precedence	no	6
c	ar_p2_precedence__t5	p2_precedence	no	6
cpp	ar_p2_precedence__t5	p2_precedence	no	6
gdscript	ar_p2_precedence__t5	p2_precedence	no	6
python_3	ar_p2_precedence__t6	p2_precedence	no	5100
javascript	ar_p2_precedence__t6	p2_precedence	no	5100
erlang	ar_p2_precedence__t6	p2_precedence	no	5100
typescript	ar_p2_precedence__t6	p2_precedence	no	5100
ruby	ar_p2_precedence__t6	p2_precedence	no	5100
lua	ar_p2_precedence__t6	p2_precedence	no	5100
php	ar_p2_precedence__t6	p2_precedence	no	5100
dart	ar_p2_precedence__t6	p2_precedence	no	5100
rust	ar_p2_precedence__t6	p2_precedence	no	5100
go	ar_p2_precedence__t6	p2_precedence	no	5100
swift	ar_p2_precedence__t6	p2_precedence	no	5100
java	ar_p2_precedence__t6	p2_precedence	no	5100
kotlin	ar_p2_precedence__t6	p2_precedence	no	5100
csharp	ar_p2_precedence__t6	p2_precedence	no	5100
c	ar_p2_precedence__t6	p2_precedence	no	5100
cpp	ar_p2_precedence__t6	p2_precedence	no	5100
gdscript	ar_p2_precedence__t6	p2_precedence	no	5100
python_3	ar_p2_precedence__t7	p2_precedence	no	-2
javascript	ar_p2_precedence__t7	p2_precedence	no	-2
erlang	ar_p2_precedence__t7	p2_precedence	no	-2
typescript	ar_p2_precedence__t7	p2_precedence	no	-2
ruby	ar_p2_precedence__t7	p2_precedence	no	-2
lua	ar_p2_precedence__t7	p2_precedence	no	-2
php	ar_p2_precedence__t7	p2_precedence	no	-2
dart	ar_p2_precedence__t7	p2_precedence	no	-2
rust	ar_p2_precedence__t7	p2_precedence	no	-2
go	ar_p2_precedence__t7	p2_precedence	no	-2
swift	ar_p2_precedence__t7	p2_precedence	no	-2
java	ar_p2_precedence__t7	p2_precedence	no	-2
kotlin	ar_p2_precedence__t7	p2_precedence	no	-2
csharp	ar_p2_precedence__t7	p2_precedence	no	-2
c	ar_p2_precedence__t7	p2_precedence	no	-2
cpp	ar_p2_precedence__t7	p2_precedence	no	-2
gdscript	ar_p2_precedence__t7	p2_precedence	no	-2
python_3	ar_p2_precedence__t8	p2_precedence	no	7
javascript	ar_p2_precedence__t8	p2_precedence	no	7
erlang	ar_p2_precedence__t8	p2_precedence	no	7
typescript	ar_p2_precedence__t8	p2_precedence	no	7
ruby	ar_p2_precedence__t8	p2_precedence	no	7
lua	ar_p2_precedence__t8	p2_precedence	no	7
php	ar_p2_precedence__t8	p2_precedence	no	7
dart	ar_p2_precedence__t8	p2_precedence	no	7
rust	ar_p2_precedence__t8	p2_precedence	no	7
go	ar_p2_precedence__t8	p2_precedence	no	7
swift	ar_p2_precedence__t8	p2_precedence	no	7
java	ar_p2_precedence__t8	p2_precedence	no	7
kotlin	ar_p2_precedence__t8	p2_precedence	no	7
csharp	ar_p2_precedence__t8	p2_precedence	no	7
c	ar_p2_precedence__t8	p2_precedence	no	7
cpp	ar_p2_precedence__t8	p2_precedence	no	7
gdscript	ar_p2_precedence__t8	p2_precedence	no	7
python_3	ar_p2_precedence__t9	p2_precedence	no	-56
javascript	ar_p2_precedence__t9	p2_precedence	no	-56
erlang	ar_p2_precedence__t9	p2_precedence	no	-56
typescript	ar_p2_precedence__t9	p2_precedence	no	-56
ruby	ar_p2_precedence__t9	p2_precedence	no	-56
lua	ar_p2_precedence__t9	p2_precedence	no	-56
php	ar_p2_precedence__t9	p2_precedence	no	-56
dart	ar_p2_precedence__t9	p2_precedence	no	-56
rust	ar_p2_precedence__t9	p2_precedence	no	-56
go	ar_p2_precedence__t9	p2_precedence	no	-56
swift	ar_p2_precedence__t9	p2_precedence	no	-56
java	ar_p2_precedence__t9	p2_precedence	no	-56
kotlin	ar_p2_precedence__t9	p2_precedence	no	-56
csharp	ar_p2_precedence__t9	p2_precedence	no	-56
c	ar_p2_precedence__t9	p2_precedence	no	-56
cpp	ar_p2_precedence__t9	p2_precedence	no	-56
gdscript	ar_p2_precedence__t9	p2_precedence	no	-56
python_3	ar_p3_subtraction__t0	p3_subtraction	yes	-5
javascript	ar_p3_subtraction__t0	p3_subtraction	yes	-5
erlang	ar_p3_subtraction__t0	p3_subtraction	yes	-5
typescript	ar_p3_subtraction__t0	p3_subtraction	yes	-5
ruby	ar_p3_subtraction__t0	p3_subtraction	yes	-5
lua	ar_p3_subtraction__t0	p3_subtraction	yes	-5
php	ar_p3_subtraction__t0	p3_subtraction	yes	-5
dart	ar_p3_subtraction__t0	p3_subtraction	yes	-5
rust	ar_p3_subtraction__t0	p3_subtraction	yes	-5
go	ar_p3_subtraction__t0	p3_subtraction	yes	-5
swift	ar_p3_subtraction__t0	p3_subtraction	yes	-5
java	ar_p3_subtraction__t0	p3_subtraction	yes	-5
kotlin	ar_p3_subtraction__t0	p3_subtraction	yes	-5
csharp	ar_p3_subtraction__t0	p3_subtraction	yes	-5
c	ar_p3_subtraction__t0	p3_subtraction	yes	-5
cpp	ar_p3_subtraction__t0	p3_subtraction	yes	-5
gdscript	ar_p3_subtraction__t0	p3_subtraction	yes	-5
python_3	ar_p3_subtraction__t1	p3_subtraction	no	2
javascript	ar_p3_subtraction__t1	p3_subtraction	no	2
erlang	ar_p3_subtraction__t1	p3_subtraction	no	2
typescript	ar_p3_subtraction__t1	p3_subtraction	no	2
ruby	ar_p3_subtraction__t1	p3_subtraction	no	2
lua	ar_p3_subtraction__t1	p3_subtraction	no	2
php	ar_p3_subtraction__t1	p3_subtraction	no	2
dart	ar_p3_subtraction__t1	p3_subtraction	no	2
rust	ar_p3_subtraction__t1	p3_subtraction	no	2
go	ar_p3_subtraction__t1	p3_subtraction	no	2
swift	ar_p3_subtraction__t1	p3_subtraction	no	2
java	ar_p3_subtraction__t1	p3_subtraction	no	2
kotlin	ar_p3_subtraction__t1	p3_subtraction	no	2
csharp	ar_p3_subtraction__t1	p3_subtraction	no	2
c	ar_p3_subtraction__t1	p3_subtraction	no	2
cpp	ar_p3_subtraction__t1	p3_subtraction	no	2
gdscript	ar_p3_subtraction__t1	p3_subtraction	no	2
python_3	ar_p3_subtraction__t2	p3_subtraction	no	-7
javascript	ar_p3_subtraction__t2	p3_subtraction	no	-7
erlang	ar_p3_subtraction__t2	p3_subtraction	no	-7
typescript	ar_p3_subtraction__t2	p3_subtraction	no	-7
ruby	ar_p3_subtraction__t2	p3_subtraction	no	-7
lua	ar_p3_subtraction__t2	p3_subtraction	no	-7
php	ar_p3_subtraction__t2	p3_subtraction	no	-7
dart	ar_p3_subtraction__t2	p3_subtraction	no	-7
rust	ar_p3_subtraction__t2	p3_subtraction	no	-7
go	ar_p3_subtraction__t2	p3_subtraction	no	-7
swift	ar_p3_subtraction__t2	p3_subtraction	no	-7
java	ar_p3_subtraction__t2	p3_subtraction	no	-7
kotlin	ar_p3_subtraction__t2	p3_subtraction	no	-7
csharp	ar_p3_subtraction__t2	p3_subtraction	no	-7
c	ar_p3_subtraction__t2	p3_subtraction	no	-7
cpp	ar_p3_subtraction__t2	p3_subtraction	no	-7
gdscript	ar_p3_subtraction__t2	p3_subtraction	no	-7
python_3	ar_p3_subtraction__t3	p3_subtraction	no	-6
javascript	ar_p3_subtraction__t3	p3_subtraction	no	-6
erlang	ar_p3_subtraction__t3	p3_subtraction	no	-6
typescript	ar_p3_subtraction__t3	p3_subtraction	no	-6
ruby	ar_p3_subtraction__t3	p3_subtraction	no	-6
lua	ar_p3_subtraction__t3	p3_subtraction	no	-6
php	ar_p3_subtraction__t3	p3_subtraction	no	-6
dart	ar_p3_subtraction__t3	p3_subtraction	no	-6
rust	ar_p3_subtraction__t3	p3_subtraction	no	-6
go	ar_p3_subtraction__t3	p3_subtraction	no	-6
swift	ar_p3_subtraction__t3	p3_subtraction	no	-6
java	ar_p3_subtraction__t3	p3_subtraction	no	-6
kotlin	ar_p3_subtraction__t3	p3_subtraction	no	-6
csharp	ar_p3_subtraction__t3	p3_subtraction	no	-6
c	ar_p3_subtraction__t3	p3_subtraction	no	-6
cpp	ar_p3_subtraction__t3	p3_subtraction	no	-6
gdscript	ar_p3_subtraction__t3	p3_subtraction	no	-6
python_3	ar_p3_subtraction__t4	p3_subtraction	no	-1
javascript	ar_p3_subtraction__t4	p3_subtraction	no	-1
erlang	ar_p3_subtraction__t4	p3_subtraction	no	-1
typescript	ar_p3_subtraction__t4	p3_subtraction	no	-1
ruby	ar_p3_subtraction__t4	p3_subtraction	no	-1
lua	ar_p3_subtraction__t4	p3_subtraction	no	-1
php	ar_p3_subtraction__t4	p3_subtraction	no	-1
dart	ar_p3_subtraction__t4	p3_subtraction	no	-1
rust	ar_p3_subtraction__t4	p3_subtraction	no	-1
go	ar_p3_subtraction__t4	p3_subtraction	no	-1
swift	ar_p3_subtraction__t4	p3_subtraction	no	-1
java	ar_p3_subtraction__t4	p3_subtraction	no	-1
kotlin	ar_p3_subtraction__t4	p3_subtraction	no	-1
csharp	ar_p3_subtraction__t4	p3_subtraction	no	-1
c	ar_p3_subtraction__t4	p3_subtraction	no	-1
cpp	ar_p3_subtraction__t4	p3_subtraction	no	-1
gdscript	ar_p3_subtraction__t4	p3_subtraction	no	-1
python_3	ar_p3_subtraction__t5	p3_subtraction	no	3
javascript	ar_p3_subtraction__t5	p3_subtraction	no	3
erlang	ar_p3_subtraction__t5	p3_subtraction	no	3
typescript	ar_p3_subtraction__t5	p3_subtraction	no	3
ruby	ar_p3_subtraction__t5	p3_subtraction	no	3
lua	ar_p3_subtraction__t5	p3_subtraction	no	3
php	ar_p3_subtraction__t5	p3_subtraction	no	3
dart	ar_p3_subtraction__t5	p3_subtraction	no	3
rust	ar_p3_subtraction__t5	p3_subtraction	no	3
go	ar_p3_subtraction__t5	p3_subtraction	no	3
swift	ar_p3_subtraction__t5	p3_subtraction	no	3
java	ar_p3_subtraction__t5	p3_subtraction	no	3
kotlin	ar_p3_subtraction__t5	p3_subtraction	no	3
csharp	ar_p3_subtraction__t5	p3_subtraction	no	3
c	ar_p3_subtraction__t5	p3_subtraction	no	3
cpp	ar_p3_subtraction__t5	p3_subtraction	no	3
gdscript	ar_p3_subtraction__t5	p3_subtraction	no	3
python_3	ar_p3_subtraction__t6	p3_subtraction	no	-50
javascript	ar_p3_subtraction__t6	p3_subtraction	no	-50
erlang	ar_p3_subtraction__t6	p3_subtraction	no	-50
typescript	ar_p3_subtraction__t6	p3_subtraction	no	-50
ruby	ar_p3_subtraction__t6	p3_subtraction	no	-50
lua	ar_p3_subtraction__t6	p3_subtraction	no	-50
php	ar_p3_subtraction__t6	p3_subtraction	no	-50
dart	ar_p3_subtraction__t6	p3_subtraction	no	-50
rust	ar_p3_subtraction__t6	p3_subtraction	no	-50
go	ar_p3_subtraction__t6	p3_subtraction	no	-50
swift	ar_p3_subtraction__t6	p3_subtraction	no	-50
java	ar_p3_subtraction__t6	p3_subtraction	no	-50
kotlin	ar_p3_subtraction__t6	p3_subtraction	no	-50
csharp	ar_p3_subtraction__t6	p3_subtraction	no	-50
c	ar_p3_subtraction__t6	p3_subtraction	no	-50
cpp	ar_p3_subtraction__t6	p3_subtraction	no	-50
gdscript	ar_p3_subtraction__t6	p3_subtraction	no	-50
python_3	ar_p3_subtraction__t7	p3_subtraction	no	-1
javascript	ar_p3_subtraction__t7	p3_subtraction	no	-1
erlang	ar_p3_subtraction__t7	p3_subtraction	no	-1
typescript	ar_p3_subtraction__t7	p3_subtraction	no	-1
ruby	ar_p3_subtraction__t7	p3_subtraction	no	-1
lua	ar_p3_subtraction__t7	p3_subtraction	no	-1
php	ar_p3_subtraction__t7	p3_subtraction	no	-1
dart	ar_p3_subtraction__t7	p3_subtraction	no	-1
rust	ar_p3_subtraction__t7	p3_subtraction	no	-1
go	ar_p3_subtraction__t7	p3_subtraction	no	-1
swift	ar_p3_subtraction__t7	p3_subtraction	no	-1
java	ar_p3_subtraction__t7	p3_subtraction	no	-1
kotlin	ar_p3_subtraction__t7	p3_subtraction	no	-1
csharp	ar_p3_subtraction__t7	p3_subtraction	no	-1
c	ar_p3_subtraction__t7	p3_subtraction	no	-1
cpp	ar_p3_subtraction__t7	p3_subtraction	no	-1
gdscript	ar_p3_subtraction__t7	p3_subtraction	no	-1
